function_type,name,return_type,param_names,param_types,description
aggregate,argmax,double,"arg,val","double,integer",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,double,"arg,val","double,timestamp with time zone",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,timestamp with time zone,"arg,val","timestamp with time zone,hugeint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,decimal,"arg,val","decimal,timestamp",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,bigint,"arg,val","bigint,date",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,double,"arg,val","double,timestamp",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,timestamp,"arg,val","timestamp,double",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,blob,"arg,val","blob,date",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,decimal,"arg,val","decimal,hugeint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,decimal,"arg,val","decimal,date",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,same_as_input,"arg,val","any,integer",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,bigint,"arg,val","bigint,date",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,date,"arg,val","date,varchar",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,timestamp with time zone,"arg,val","timestamp with time zone,double",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,blob,"arg,val","blob,date",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,decimal,"arg,val","decimal,timestamp with time zone",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,same_as_input,"arg,val","any,integer",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,same_as_input,"arg,val","any,double",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max_null,bigint,"arg,val","bigint,hugeint",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,varchar,"arg,val","varchar,double",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,varchar,"arg,val","varchar,timestamp",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,timestamp with time zone,"arg,val","timestamp with time zone,timestamp with time zone",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,timestamp with time zone,"arg,val","timestamp with time zone,blob",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,decimal,"arg,val","decimal,integer",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,same_as_input,"arg,val","any,bigint",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_min,integer,"arg,val","integer,bigint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,bigint,"arg,val","bigint,integer",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,bigint,"arg,val","bigint,timestamp",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,date,"arg,val","date,blob",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,timestamp,"arg,val","timestamp,varchar",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min_null,integer,"arg,val","integer,hugeint",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,bigint,"arg,val","bigint,timestamp",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,timestamp with time zone,"arg,val","timestamp with time zone,integer",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,bitstring_agg,bit,arg,tinyint,Returns a bitstring with bits set for each distinct value.
aggregate,bitstring_agg,bit,"arg,col1,col2","smallint,smallint,smallint",Returns a bitstring with bits set for each distinct value.
aggregate,bitstring_agg,bit,arg,usmallint,Returns a bitstring with bits set for each distinct value.
aggregate,kurtosis,double,x,double,"Returns the excess kurtosis (Fisher’s definition) of all input values, with a bias correction according to the sample size"
scalar,icu_collate_si,varchar,col0,varchar,
scalar,add,interval,"col0,col1","interval,interval",
scalar,add,time with time zone,"col0,col1","interval,time with time zone",
scalar,add,array,"col0,col1","array,array",
scalar,array_cross_product,array<double>,"array, array","array<double>,array<double>",Compute the cross product of two arrays of size 3. The array elements can not be NULL.
scalar,array_negative_inner_product,double,"array1,array2","array<double>,array<double>",Compute the negative inner product between two arrays of the same size. The array elements can not be NULL. The arrays can have any size as long as the size is the same for both arguments.
scalar,bar,varchar,"x,min,max,width","double,double,double,double",Draws a band whose width is proportional to (x - min) and equal to width characters when x = max. width defaults to 80
scalar,xor,bigint,"left,right","bigint,bigint",Bitwise XOR
scalar,bit_count,tinyint,x,bigint,Returns the number of bits that are set
scalar,weekofyear,bigint,ts,interval,Extract the weekofyear component from a date or timestamp
scalar,url_decode,varchar,input,varchar,Unescapes the URL encoded input.
scalar,current_localtimestamp,timestamp,,,
scalar,current_schemas,array,include_implicit,boolean,Returns list of schemas. Pass a parameter of True to include implicit schemas
scalar,datediff,bigint,"part,startdate,enddate","varchar,date,date",The number of partition boundaries between the timestamps
scalar,divide,uhugeint,"col0,col1","uhugeint,uhugeint",
scalar,epoch_ms,bigint,temporal,timestamp,Extract the epoch component in milliseconds from a temporal type
scalar,epoch_ms,bigint,temporal,timestamp with time zone,Extract the epoch component in milliseconds from a temporal type
scalar,epoch_ns,bigint,temporal,date,Extract the epoch component in nanoseconds from a temporal type
scalar,era,bigint,ts,date,Extract the era component from a date or timestamp
scalar,even,double,x,double,Rounds x to next even number by rounding away from zero
scalar,formatReadableDecimalSize,varchar,bytes,bigint,Converts bytes to a human-readable presentation (e.g. 16000 -> 16.0 KB)
scalar,hour,bigint,ts,time,Extract the hour component from a date or timestamp
scalar,icu_collate_af,varchar,col0,varchar,
scalar,icu_collate_ar,varchar,col0,varchar,
scalar,icu_collate_hr,varchar,col0,varchar,
scalar,icu_collate_ln,varchar,col0,varchar,
scalar,icu_collate_sa,varchar,col0,varchar,
scalar,icu_collate_tk,varchar,col0,varchar,
scalar,isoyear,bigint,ts,timestamp,Extract the isoyear component from a date or timestamp
scalar,json_exists,array,"col0,col1","json,array",
scalar,json_keys,array,"col0,col1","json,array",
scalar,json_transform_strict,same_as_input,"col0,col1","varchar,varchar",
scalar,list_inner_product,double,"list1,list2","array,array",Compute the inner product between two lists
scalar,timezone,bigint,ts,timestamp,Extract the timezone component from a date or timestamp
scalar,subtract,integer,"col0,col1","integer,integer",
scalar,subtract,interval,"col0,col1","interval,interval",
scalar,subtract,timestamp,"col0,col1","date,interval",
scalar,list_negative_dot_product,float,"list1,list2","array,array",Compute the negative inner product between two lists
scalar,list_reverse_sort,array,"list,col1","array,varchar",Sorts the elements of the list in reverse order
scalar,millisecond,bigint,ts,interval,Extract the millisecond component from a date or timestamp
scalar,strftime,varchar,"data,format","date,varchar",Converts a date to a string according to the format string.
scalar,mod,tinyint,"col0,col1","tinyint,tinyint",
scalar,multiply,decimal,"col0,col1","decimal,decimal",
scalar,parse_dirname,varchar,"string,separator","varchar,varchar","Returns the top-level directory name. separator options: system, both_slash (default), forward_slash, backslash"
scalar,signbit,boolean,x,float,Returns whether the signbit is set or not
scalar,sign,tinyint,x,uhugeint,"Returns the sign of x as -1, 0 or 1"
aggregate,min_by,double,"arg,val","double,timestamp",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,varchar,"arg,val","varchar,varchar",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,timestamp,"arg,val","timestamp,integer",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,timestamp with time zone,"arg,val","timestamp with time zone,date",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,decimal,"arg,val","decimal,timestamp with time zone",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,same_as_input,"arg,val","any,bigint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,blob,"arg,val","blob,timestamp",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,blob,"arg,val","blob,timestamp with time zone",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,decimal,"arg,val","decimal,double",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,reservoir_quantile,float,"x,quantile","float,double","Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size."
aggregate,approx_quantile,date,"x,pos","date,float",Computes the approximate quantile using T-Digest.
aggregate,approx_quantile,array,"x,pos","time,array",Computes the approximate quantile using T-Digest.
aggregate,argmax,double,"arg,val","double,bigint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,date,"arg,val","date,double",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,decimal,"arg,val","decimal,integer",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,varchar,"arg,val","varchar,integer",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,varchar,"arg,val","varchar,timestamp",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,varchar,"arg,val","varchar,timestamp with time zone",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,same_as_input,"arg,val","any,blob",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,date,"arg,val","date,integer",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,timestamp,"arg,val","timestamp,varchar",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,timestamp with time zone,"arg,val","timestamp with time zone,varchar",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,blob,"arg,val","blob,timestamp",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,decimal,"arg,val","decimal,hugeint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,same_as_input,"arg,val","any,hugeint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,same_as_input,"arg,val","any,varchar",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max_null,bigint,"arg,val","bigint,integer",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,timestamp with time zone,"arg,val","timestamp with time zone,timestamp",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_min,bigint,"arg,val","bigint,varchar",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,timestamp with time zone,"arg,val","timestamp with time zone,hugeint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,blob,"arg,val","blob,timestamp with time zone",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min_null,bigint,"arg,val","bigint,hugeint",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,bigint,"arg,val","bigint,varchar",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,double,"arg,val","double,bigint",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,date,"arg,val","date,integer",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,timestamp with time zone,"arg,val","timestamp with time zone,bigint",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,decimal,"arg,val","decimal,blob",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,bitstring_agg,bit,arg,bigint,Returns a bitstring with bits set for each distinct value.
aggregate,bitstring_agg,bit,arg,hugeint,Returns a bitstring with bits set for each distinct value.
scalar,add,tinyint,"col0,col1","tinyint,tinyint",
scalar,add,timestamp,"col0,col1","timestamp,interval",
scalar,array_grade_up,array,list,array,Returns the index of their sorted position.
scalar,array_where,array,"value_list,mask_list","array,array",Returns a list with the BOOLEANs in mask_list applied as a mask to the value_list.
scalar,xor,tinyint,"left,right","tinyint,tinyint",Bitwise XOR
scalar,xor,ubigint,"left,right","ubigint,ubigint",Bitwise XOR
scalar,bit_count,tinyint,x,integer,Returns the number of bits that are set
scalar,bit_position,integer,"substring,bitstring","bit,bit","Returns first starting index of the specified substring within bits, or zero if it is not present. The first (leftmost) bit is indexed 1"
scalar,weekday,bigint,ts,interval,Extract the weekday component from a date or timestamp
scalar,damerau_levenshtein,bigint,"str1,str2","varchar,varchar","Extension of Levenshtein distance to also include transposition of adjacent characters as an allowed edit operation. In other words, the minimum number of edit operations (insertions, deletions, substitutions or transpositions) required to change one string to another. Different case is considered different"
scalar,dayofweek,bigint,ts,timestamp,Extract the dayofweek component from a date or timestamp
scalar,divide,hugeint,"col0,col1","hugeint,hugeint",
scalar,from_hex,blob,value,varchar,Converts a value from hexadecimal representation to a blob
scalar,gamma,double,x,double,Interpolation of (x-1) factorial (so decimal inputs are allowed)
scalar,greatest_common_divisor,hugeint,"x,y","hugeint,hugeint",Computes the greatest common divisor of x and y
scalar,icu_collate_dz,varchar,col0,varchar,
scalar,icu_collate_eo,varchar,col0,varchar,
scalar,icu_collate_fo,varchar,col0,varchar,
scalar,icu_collate_he_il,varchar,col0,varchar,
scalar,icu_collate_id_id,varchar,col0,varchar,
scalar,icu_collate_mk,varchar,col0,varchar,
scalar,icu_collate_noaccent,varchar,col0,varchar,
scalar,icu_collate_om,varchar,col0,varchar,
scalar,icu_collate_zh_cn,varchar,col0,varchar,
scalar,icu_sort_key,varchar,"col0,col1","varchar,varchar",
scalar,json_extract_path,json,"col0,col1","json,bigint",
scalar,json_extract_path_text,varchar,"col0,col1","json,varchar",
scalar,json_valid,boolean,col0,json,
scalar,to_days,interval,integer,integer,Construct a day interval
scalar,to_centuries,interval,integer,integer,Construct a century interval
scalar,time_bucket,date,"bucket_width,timestamp,origin","interval,date,interval","Truncate TIMESTAMPTZ by the specified interval bucket_width. Buckets are aligned relative to origin TIMESTAMPTZ. The origin defaults to 2000-01-03 00:00:00+00 for buckets that do not include a month or year interval, and to 2000-01-01 00:00:00+00 for month and year buckets"
scalar,time_bucket,timestamp with time zone,"bucket_width,timestamp,origin","interval,timestamp with time zone,interval","Truncate TIMESTAMPTZ by the specified interval bucket_width. Buckets are aligned relative to origin TIMESTAMPTZ. The origin defaults to 2000-01-03 00:00:00+00 for buckets that do not include a month or year interval, and to 2000-01-01 00:00:00+00 for month and year buckets"
scalar,timezone,timestamp with time zone,"ts,col1","varchar,timestamp",Extract the timezone component from a date or timestamp
scalar,subtract,utinyint,col0,utinyint,
scalar,make_time,time,"hour,minute,seconds","bigint,bigint,double",The time for the given parts
scalar,string_split_regex,array,"string,separator,col2","varchar,varchar,varchar",Splits the string along the regex
scalar,microsecond,bigint,ts,date,Extract the microsecond component from a date or timestamp
scalar,minute,bigint,ts,time,Extract the minute component from a date or timestamp
scalar,mod,bigint,"col0,col1","bigint,bigint",
scalar,mod,usmallint,"col0,col1","usmallint,usmallint",
scalar,mod,ubigint,"col0,col1","ubigint,ubigint",
scalar,multiply,hugeint,"col0,col1","hugeint,hugeint",
scalar,multiply,uinteger,"col0,col1","uinteger,uinteger",
scalar,multiply,interval,"col0,col1","interval,bigint",
scalar,multiply,interval,"col0,col1","bigint,interval",
scalar,nanosecond,bigint,tsns,time,Extract the nanosecond component from a date or timestamp
scalar,parse_filename,varchar,"string,trim_extension","varchar,varchar","Returns the last component of the path similarly to Python's os.path.basename. If trim_extension is true, the file extension will be removed (it defaults to false). separator options: system, both_slash (default), forward_slash, backslash"
scalar,prefix,boolean,"col0,col1","varchar,varchar",
scalar,regexp_extract,varchar,"string,pattern[,group = 0][","varchar,varchar,array","If string contains the regexp pattern, returns the capturing group specified by optional parameter group. The group must be a constant value. If no group is given, it defaults to 0. A set of optional options can be set."
scalar,sign,tinyint,x,bigint,"Returns the sign of x as -1, 0 or 1"
aggregate,quantile_cont,tinyint,"x,pos","tinyint,array","Returns the interpolated quantile number between 0 and 1 . If pos is a LIST of FLOATs, then the result is a LIST of the corresponding interpolated quantiles.	"
aggregate,quantile_cont,bigint,"x,pos","bigint,double","Returns the interpolated quantile number between 0 and 1 . If pos is a LIST of FLOATs, then the result is a LIST of the corresponding interpolated quantiles.	"
aggregate,quantile_cont,date,"x,pos","date,double","Returns the interpolated quantile number between 0 and 1 . If pos is a LIST of FLOATs, then the result is a LIST of the corresponding interpolated quantiles.	"
aggregate,min_by,integer,"arg,val","integer,blob",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,date,"arg,val","date,hugeint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,timestamp,"arg,val","timestamp,blob",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,timestamp with time zone,"arg,val","timestamp with time zone,bigint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,blob,"arg,val","blob,double",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,blob,"arg,val","blob,date",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,decimal,"arg,val","decimal,date",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,bigint,"arg,val","bigint,integer",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,varchar,"arg,val","varchar,date",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,varchar,"arg,val","varchar,timestamp",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,varchar,"arg,val","varchar,blob",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,date,"arg,val","date,blob",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,timestamp with time zone,"arg,val","timestamp with time zone,varchar",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,same_as_input,"arg,val","any,bigint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,same_as_input,"arg,val","any,hugeint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,mad,interval,x,date,Returns the median absolute deviation for the values within x. NULL values are ignored. Temporal types return a positive INTERVAL.	
aggregate,reservoir_quantile,array,"x,quantile","tinyint,array","Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size."
aggregate,reservoir_quantile,hugeint,"x,quantile,sample_size","hugeint,double,integer","Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size."
aggregate,listagg,varchar,str,any,Concatenates the column string values with an optional separator.
aggregate,argmax,integer,"arg,val","integer,double",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,date,"arg,val","date,timestamp with time zone",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,varchar,"arg,val","varchar,hugeint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,varchar,"arg,val","varchar,date",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,date,"arg,val","date,hugeint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,blob,"arg,val","blob,varchar",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,decimal,"arg,val","decimal,varchar",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,decimal,"arg,val","decimal,blob",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,integer,"arg,val","integer,blob",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,bigint,"arg,val","bigint,double",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,double,"arg,val","double,bigint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,double,"arg,val","double,varchar",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,blob,"arg,val","blob,double",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max_null,integer,"arg,val","integer,timestamp",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,bigint,"arg,val","bigint,double",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,date,"arg,val","date,double",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,date,"arg,val","date,varchar",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,date,"arg,val","date,date",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,blob,"arg,val","blob,integer",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_min,double,"arg,val","double,hugeint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,date,"arg,val","date,double",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,timestamp with time zone,"arg,val","timestamp with time zone,timestamp",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,blob,"arg,val","blob,timestamp",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,decimal,"arg,val","decimal,integer",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,decimal,"arg,val","decimal,timestamp",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min_null,bigint,"arg,val","bigint,date",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,blob,"arg,val","blob,timestamp",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,decimal,"arg,val","decimal,timestamp",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,same_as_input,"arg,val","any,timestamp",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,bitstring_agg,bit,arg,uinteger,Returns a bitstring with bits set for each distinct value.
scalar,add,float,col0,float,
scalar,add,float,"col0,col1","float,float",
scalar,add,decimal,col0,decimal,
scalar,add,uinteger,col0,uinteger,
scalar,add,timestamp,"col0,col1","date,time",
scalar,array_apply,array,"list,lambda","array,lambda",Returns a list that is the result of applying the lambda function to each element of the input list. See the Lambda Functions section for more details
scalar,array_cosine_distance,float,"array1,array2","array<float>,array<float>",Compute the cosine distance between two arrays of the same size. The array elements can not be NULL. The arrays can have any size as long as the size is the same for both arguments.
scalar,array_cosine_similarity,double,"array1,array2","array<double>,array<double>",Compute the cosine similarity between two arrays of the same size. The array elements can not be NULL. The arrays can have any size as long as the size is the same for both arguments.
scalar,array_filter,array,"list,lambda","array,lambda",Constructs a list from those elements of the input list for which the lambda function returns true
scalar,array_transform,array,"list,lambda","array,lambda",Returns a list that is the result of applying the lambda function to each element of the input list. See the Lambda Functions section for more details
scalar,bit_count,tinyint,x,hugeint,Returns the number of bits that are set
scalar,weekday,bigint,ts,timestamp with time zone,Extract the weekday component from a date or timestamp
scalar,week,bigint,ts,timestamp with time zone,Extract the week component from a date or timestamp
scalar,current_setting,same_as_input,setting_name,varchar,Returns the current value of the configuration setting
scalar,day,bigint,ts,timestamp with time zone,Extract the day component from a date or timestamp
scalar,dayofyear,bigint,ts,timestamp,Extract the dayofyear component from a date or timestamp
scalar,epoch,double,temporal,time,Extract the epoch component from a temporal type
scalar,grade_up,array,list,array,Returns the index of their sorted position.
scalar,hex,varchar,value,varchar,Converts the value to hexadecimal representation
scalar,hour,bigint,ts,timestamp,Extract the hour component from a date or timestamp
scalar,icu_collate_bn,varchar,col0,varchar,
scalar,icu_collate_hy,varchar,col0,varchar,
scalar,icu_collate_ko,varchar,col0,varchar,
scalar,icu_collate_pa_in,varchar,col0,varchar,
scalar,icu_collate_tr,varchar,col0,varchar,
scalar,icu_collate_zh_mo,varchar,col0,varchar,
scalar,isinf,boolean,x,double,"Returns true if the floating point value is infinite, false otherwise"
scalar,json_deserialize_sql,varchar,col0,json,
scalar,json_extract_path_text,array,"col0,col1","varchar,array",
scalar,json_extract_string,array,"col0,col1","varchar,array",
scalar,json_extract_string,varchar,"col0,col1","json,varchar",
scalar,json_object,json,,,
scalar,json_serialize_plan,json,"col0,col1,col2,col3,col4","varchar,boolean,boolean,boolean,boolean",
scalar,json_serialize_sql,json,col0,varchar,
scalar,json_value,varchar,"col0,col1","varchar,varchar",
scalar,json_value,array,"col0,col1","json,array",
scalar,time_bucket,timestamp,"bucket_width,timestamp","interval,timestamp","Truncate TIMESTAMPTZ by the specified interval bucket_width. Buckets are aligned relative to origin TIMESTAMPTZ. The origin defaults to 2000-01-03 00:00:00+00 for buckets that do not include a month or year interval, and to 2000-01-01 00:00:00+00 for month and year buckets"
scalar,subtract,tinyint,"col0,col1","tinyint,tinyint",
scalar,str_split_regex,array,"string,separator","varchar,varchar",Splits the string along the regex
scalar,list_reverse_sort,array,list,array,Sorts the elements of the list in reverse order
scalar,minute,bigint,ts,interval,Extract the minute component from a date or timestamp
scalar,minute,bigint,ts,timestamp with time zone,Extract the minute component from a date or timestamp
scalar,nextafter,double,"x, y","double,double",Returns the next floating point value after x in the direction of y
scalar,nextafter,float,"x, y","float,float",Returns the next floating point value after x in the direction of y
scalar,quarter,bigint,ts,timestamp,Extract the quarter component from a date or timestamp
scalar,quarter,bigint,ts,timestamp with time zone,Extract the quarter component from a date or timestamp
scalar,second,bigint,ts,time,Extract the second component from a date or timestamp
scalar,isfinite,boolean,x,timestamp,"Returns true if the floating point value is finite, false otherwise"
aggregate,quantile_cont,tinyint,"x,pos","tinyint,double","Returns the interpolated quantile number between 0 and 1 . If pos is a LIST of FLOATs, then the result is a LIST of the corresponding interpolated quantiles.	"
aggregate,quantile_cont,integer,"x,pos","integer,double","Returns the interpolated quantile number between 0 and 1 . If pos is a LIST of FLOATs, then the result is a LIST of the corresponding interpolated quantiles.	"
aggregate,quantile_cont,timestamp with time zone,"x,pos","timestamp with time zone,double","Returns the interpolated quantile number between 0 and 1 . If pos is a LIST of FLOATs, then the result is a LIST of the corresponding interpolated quantiles.	"
aggregate,min_by,integer,"arg,val","integer,bigint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,integer,"arg,val","integer,timestamp with time zone",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,bigint,"arg,val","bigint,double",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,date,"arg,val","date,timestamp with time zone",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,timestamp with time zone,"arg,val","timestamp with time zone,timestamp",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,same_as_input,"arg,val","any,integer",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,integer,"arg,val","integer,bigint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,double,"arg,val","double,timestamp with time zone",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,blob,"arg,val","blob,blob",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,mad,interval,x,timestamp with time zone,Returns the median absolute deviation for the values within x. NULL values are ignored. Temporal types return a positive INTERVAL.	
aggregate,reservoir_quantile,array,"x,quantile,sample_size","smallint,array,integer","Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size."
aggregate,listagg,varchar,"str,arg","any,varchar",Concatenates the column string values with an optional separator.
